labels,sector,type,essential,usd_per_ton,output,final_demand,share_exporting_firms,cutoff,supply_data,country,country_ISO
CYP_Transport Equipment,CYP_Transport Equipment,utility,True,,960759.3227219369,632454.5028161841,0.0721589511620242,0,USD,Cyprus,CYP
CYP_Other Manufacturing,CYP_Other Manufacturing,manufacturing,True,,353348.42130210303,180664.15288434064,0.0552369212655278,0,USD,Cyprus,CYP
CYP_Recycling,CYP_Recycling,utility,True,,123976.7526937844,97926.99668926685,0.131108827238484,0,USD,Cyprus,CYP
"CYP_Electricity, Gas and Water","CYP_Electricity, Gas and Water",utility,True,,1040058.9216649728,338411.6082927977,0.0018438790449536,0,USD,Cyprus,CYP
CYP_Construction,CYP_Construction,construction,True,,2423650.6249768,1756006.6927654191,0.0057475680573871,0,USD,Cyprus,CYP
CYP_Maintenance and Repair,CYP_Maintenance and Repair,construction,True,,96674.47703796724,61655.321960100766,0.112712674820956,0,USD,Cyprus,CYP
CYP_Wholesale Trade,CYP_Wholesale Trade,trade,True,,2979797.227376203,996521.2189524972,0.0120806050055997,0,USD,Cyprus,CYP
CYP_Retail Trade,CYP_Retail Trade,trade,True,,1678739.9007719166,1522858.542341967,0.0099238569288126,0,USD,Cyprus,CYP
CYP_Hotels and Restraurants,CYP_Hotels and Restraurants,service,True,,1686036.2393325104,1208164.936238926,0.0125783161333359,0,USD,Cyprus,CYP
CYP_Transport,CYP_Transport,construction,True,,1641184.827494718,525526.1904023994,0.0631346131017397,0,USD,Cyprus,CYP
CYP_Post and Telecommunications,CYP_Post and Telecommunications,service,True,,1439064.2489972708,609159.575081351,0.0202190246878802,0,USD,Cyprus,CYP
CYP_Finacial Intermediation and Business Activities,CYP_Finacial Intermediation and Business Activities,service,True,,7690354.656388362,3550593.839608197,0.0002177217783794,0,USD,Cyprus,CYP
CYP_Public Administration,CYP_Public Administration,service,True,,2976725.6460942905,2941992.821809388,0.0044753970189971,0,USD,Cyprus,CYP
"CYP_Education, Health and Other Services","CYP_Education, Health and Other Services",service,True,,4111761.3926834087,3828588.923651856,0.0068032007903789,0,USD,Cyprus,CYP
CYP_Private Households,CYP_Private Households,service,True,,57434.48055717076,47502.070352146045,0.1588823546500308,0,USD,Cyprus,CYP
CYP_Others,CYP_Others,service,True,,115020.53448237028,55284.40658050554,0.0152239714738321,0,USD,Cyprus,CYP
CYP_Re-export & Re-import,CYP_Re-export & Re-import,imports,True,,15685.189173850846,4270.337999247087,0.7268234245851224,0,USD,Cyprus,CYP
CZE_Agriculture,CZE_Agriculture,agriculture,True,,13749429.753101593,1618719.9327716676,0.1055546977217373,0,USD,Czech Republic,CZE
CZE_Fishing,CZE_Fishing,agriculture,True,,106498.4403581713,30668.15876185444,0.5443687571136202,0,USD,Czech Republic,CZE
CZE_Mining and Quarrying,CZE_Mining and Quarrying,mining,True,,5339495.138482103,-81847.99444707207,0.2226066076102943,0,USD,Czech Republic,CZE
CZE_Food & Beverages,CZE_Food & Beverages,agriculture,True,,24554348.28537458,11059778.840895208,0.0706551865619165,0,USD,Czech Republic,CZE
CZE_Textiles and Wearing Apparel,CZE_Textiles and Wearing Apparel,manufacturing,True,,11552751.092393177,4122174.661794488,0.3122090282870887,0,USD,Czech Republic,CZE
CZE_Wood and Paper,CZE_Wood and Paper,manufacturing,True,,15951915.708847934,738384.1246863436,0.3159751680587122,0,USD,Czech Republic,CZE
"CZE_Petroleum, Chemical and Non-Metallic Mineral Products","CZE_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,42400561.89768008,4145443.018710773,0.3888402395316216,0,USD,Czech Republic,CZE
CZE_Metal Products,CZE_Metal Products,manufacturing,True,,29893635.18848575,1787911.3207924324,0.3534004197359179,0,USD,Czech Republic,CZE
CZE_Electrical and Machinery,CZE_Electrical and Machinery,utility,True,,46395725.41140624,13220818.606042404,0.3682541677523452,0,USD,Czech Republic,CZE
CZE_Transport Equipment,CZE_Transport Equipment,utility,True,,27804486.63286773,9641273.089812528,0.2912623129323644,0,USD,Czech Republic,CZE
CZE_Other Manufacturing,CZE_Other Manufacturing,manufacturing,True,,6536475.392764285,2876990.4954393525,0.1480075145103231,0,USD,Czech Republic,CZE
CZE_Recycling,CZE_Recycling,utility,True,,1289840.032886104,111227.72355305802,0.0298015683534336,0,USD,Czech Republic,CZE
"CZE_Electricity, Gas and Water","CZE_Electricity, Gas and Water",utility,True,,24807814.59058278,5988931.549829211,0.0023475588766904,0,USD,Czech Republic,CZE
CZE_Construction,CZE_Construction,construction,True,,40123736.88502032,13423359.353280485,0.0107990774307894,0,USD,Czech Republic,CZE
CZE_Maintenance and Repair,CZE_Maintenance and Repair,construction,True,,8141473.306419112,1017690.960347603,0.0040724037571183,0,USD,Czech Republic,CZE
CZE_Wholesale Trade,CZE_Wholesale Trade,trade,True,,19694786.656406164,2231543.041364267,0.0302963321102007,0,USD,Czech Republic,CZE
CZE_Retail Trade,CZE_Retail Trade,trade,True,,8862058.542556245,5131751.574247204,0.0247062901082896,0,USD,Czech Republic,CZE
CZE_Hotels and Restraurants,CZE_Hotels and Restraurants,service,True,,10001206.626381436,6683250.933126429,0.0783575655049287,0,USD,Czech Republic,CZE
CZE_Transport,CZE_Transport,construction,True,,30985201.42657224,10920773.505432509,0.0860168076385018,0,USD,Czech Republic,CZE
CZE_Post and Telecommunications,CZE_Post and Telecommunications,service,True,,9224685.392411608,2378108.2555205496,0.0654785663018891,0,USD,Czech Republic,CZE
CZE_Finacial Intermediation and Business Activities,CZE_Finacial Intermediation and Business Activities,service,True,,73541632.19806054,16554044.038408453,0.0444231228027902,0,USD,Czech Republic,CZE
CZE_Public Administration,CZE_Public Administration,service,True,,12403354.394313551,10407147.074887523,0.0417178956573432,0,USD,Czech Republic,CZE
"CZE_Education, Health and Other Services","CZE_Education, Health and Other Services",service,True,,30293497.57738003,23109780.257254213,0.0371587836812325,0,USD,Czech Republic,CZE
CZE_Private Households,CZE_Private Households,service,True,,19809.187269471484,10590.76074143738,0.4633903659026296,0,USD,Czech Republic,CZE
CZE_Others,CZE_Others,service,True,,1602473.4579089906,665683.7648894311,0.0019171655826186,0,USD,Czech Republic,CZE
CZE_Re-export & Re-import,CZE_Re-export & Re-import,imports,True,,128792.27805725033,1227.229729805702,0.9904210206037564,0,USD,Czech Republic,CZE
CIV_Agriculture,CIV_Agriculture,agriculture,True,,9575833.484036377,2963826.2943209177,0.5677239443938115,0,USD,Cote dIvoire,CIV
CIV_Fishing,CIV_Fishing,agriculture,True,,174589.8897978742,56490.2663530176,0.2259171915711755,0,USD,Cote dIvoire,CIV
CIV_Mining and Quarrying,CIV_Mining and Quarrying,mining,True,,749315.4001384329,62969.02688221881,0.1744281701965116,0,USD,Cote dIvoire,CIV
CIV_Food & Beverages,CIV_Food & Beverages,agriculture,True,,2943868.751675303,1793873.934529296,0.2255556760362138,0,USD,Cote dIvoire,CIV
CIV_Textiles and Wearing Apparel,CIV_Textiles and Wearing Apparel,manufacturing,True,,466151.8172718824,257632.29506751767,0.0739180285513474,0,USD,Cote dIvoire,CIV
CIV_Wood and Paper,CIV_Wood and Paper,manufacturing,True,,1692081.3895189916,170495.15277683793,0.5478950630830467,0,USD,Cote dIvoire,CIV
"CIV_Petroleum, Chemical and Non-Metallic Mineral Products","CIV_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,3353866.9079245515,866676.0823176785,0.0968372072572369,0,USD,Cote dIvoire,CIV
CIV_Metal Products,CIV_Metal Products,manufacturing,True,,1202195.5624346607,67663.56616275046,0.0650344752675518,0,USD,Cote dIvoire,CIV
CIV_Electrical and Machinery,CIV_Electrical and Machinery,utility,True,,3454844.768889273,1663834.929503015,0.0134646704347364,0,USD,Cote dIvoire,CIV
CIV_Transport Equipment,CIV_Transport Equipment,utility,True,,1569691.3891743596,887863.1583040293,0.0109221254818417,0,USD,Cote dIvoire,CIV
CIV_Other Manufacturing,CIV_Other Manufacturing,manufacturing,True,,466499.0735011135,254185.0433045216,0.0496775964283597,0,USD,Cote dIvoire,CIV
CIV_Recycling,CIV_Recycling,utility,True,,74358.35380953117,24278.29613677991,0.307958894657724,0,USD,Cote dIvoire,CIV
"CIV_Electricity, Gas and Water","CIV_Electricity, Gas and Water",utility,True,,2492434.8117385227,1553880.8412284837,0.0354210145979539,0,USD,Cote dIvoire,CIV
CIV_Construction,CIV_Construction,construction,True,,3266172.482700128,2594793.5267288014,0.0164813998698628,0,USD,Cote dIvoire,CIV
CIV_Maintenance and Repair,CIV_Maintenance and Repair,construction,True,,122527.62292029236,70850.34721131125,0.1647557192969721,0,USD,Cote dIvoire,CIV
CIV_Wholesale Trade,CIV_Wholesale Trade,trade,True,,2713751.67207821,1291693.8031019345,0.0638956084203859,0,USD,Cote dIvoire,CIV
CIV_Retail Trade,CIV_Retail Trade,trade,True,,2375908.66236186,2103265.907218893,0.0268233506870644,0,USD,Cote dIvoire,CIV
CIV_Hotels and Restraurants,CIV_Hotels and Restraurants,service,True,,1820806.351355804,1528236.4489810716,0.0582642762332941,0,USD,Cote dIvoire,CIV
CIV_Transport,CIV_Transport,construction,True,,2572280.6486774534,1012960.2545979066,0.2534351842676005,0,USD,Cote dIvoire,CIV
CIV_Post and Telecommunications,CIV_Post and Telecommunications,service,True,,2128158.7259677867,1089711.3142943266,0.0638136894303811,0,USD,Cote dIvoire,CIV
CIV_Finacial Intermediation and Business Activities,CIV_Finacial Intermediation and Business Activities,service,True,,9362906.473593334,3155361.4905378656,0.0005505670785079,0,USD,Cote dIvoire,CIV
CIV_Public Administration,CIV_Public Administration,service,True,,2992595.8737380714,2941465.385781572,0.0054863416178513,0,USD,Cote dIvoire,CIV
"CIV_Education, Health and Other Services","CIV_Education, Health and Other Services",service,True,,3850297.303437342,3485532.072646952,0.0205699517303983,0,USD,Cote dIvoire,CIV
CIV_Private Households,CIV_Private Households,service,True,,66052.04069807495,50525.56819017091,0.2160469375977954,0,USD,Cote dIvoire,CIV
CIV_Others,CIV_Others,service,True,,141643.64438443448,46733.70021928396,0.0307667723821242,0,USD,Cote dIvoire,CIV
CIV_Re-export & Re-import,CIV_Re-export & Re-import,imports,True,,14424.013894935724,2070.777139566318,0.8559983759239452,0,USD,Cote dIvoire,CIV
PRK_Agriculture,PRK_Agriculture,agriculture,True,,3529113.010146007,3007424.944538097,0.0692235186027109,0,USD,North Korea,PRK
PRK_Fishing,PRK_Fishing,agriculture,True,,296241.42270080803,193567.0227307278,0.3291338050268361,0,USD,North Korea,PRK
PRK_Mining and Quarrying,PRK_Mining and Quarrying,mining,True,,791933.3269949743,175459.3328542552,0.7056312169276401,0,USD,North Korea,PRK
PRK_Food & Beverages,PRK_Food & Beverages,agriculture,True,,1477019.0556560757,1133615.903450101,0.0304373660853047,0,USD,North Korea,PRK
PRK_Textiles and Wearing Apparel,PRK_Textiles and Wearing Apparel,manufacturing,True,,300827.66878132755,229588.52541565348,0.0313402626256673,0,USD,North Korea,PRK
PRK_Wood and Paper,PRK_Wood and Paper,manufacturing,True,,580219.6999935893,132435.10835657528,0.0292356542137426,0,USD,North Korea,PRK
"PRK_Petroleum, Chemical and Non-Metallic Mineral Products","PRK_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,1600866.5571105091,645449.8365126293,0.0290231722684878,0,USD,North Korea,PRK
PRK_Metal Products,PRK_Metal Products,manufacturing,True,,513766.5766393952,77520.57878833011,0.1968563117256907,0,USD,North Korea,PRK
PRK_Electrical and Machinery,PRK_Electrical and Machinery,utility,True,,1421358.4923765548,757064.9380481122,0.0323254438228447,0,USD,North Korea,PRK
PRK_Transport Equipment,PRK_Transport Equipment,utility,True,,707899.1365063674,443437.459663356,0.027020664968475,0,USD,North Korea,PRK
PRK_Other Manufacturing,PRK_Other Manufacturing,manufacturing,True,,274134.7759815409,144120.47706298617,0.0326411778495299,0,USD,North Korea,PRK
PRK_Recycling,PRK_Recycling,utility,True,,85072.84834491997,68111.38149473832,0.0312142935359963,0,USD,North Korea,PRK
"PRK_Electricity, Gas and Water","PRK_Electricity, Gas and Water",utility,True,,2621650.1228742646,2012552.173738284,0.0528889783480966,0,USD,North Korea,PRK
PRK_Construction,PRK_Construction,construction,True,,1840996.2223278184,1175485.1464201978,0.0469499267420157,0,USD,North Korea,PRK
PRK_Maintenance and Repair,PRK_Maintenance and Repair,construction,True,,39904.29770850301,27425.13659907969,0.0225431630947265,0,USD,North Korea,PRK
PRK_Wholesale Trade,PRK_Wholesale Trade,trade,True,,671624.050681924,323181.5986616224,0.0262500149740033,0,USD,North Korea,PRK
PRK_Retail Trade,PRK_Retail Trade,trade,True,,767852.298496648,702714.252463455,2.5507766573492653e-05,0,USD,North Korea,PRK
PRK_Hotels and Restraurants,PRK_Hotels and Restraurants,service,True,,629955.8969931651,538945.7673343493,1.6654535445534428e-05,0,USD,North Korea,PRK
PRK_Transport,PRK_Transport,construction,True,,677481.6739418067,234677.10162190252,0.0233425633226255,0,USD,North Korea,PRK
PRK_Post and Telecommunications,PRK_Post and Telecommunications,service,True,,672702.2085893839,236493.7616004122,0.0166987297834619,0,USD,North Korea,PRK
PRK_Finacial Intermediation and Business Activities,PRK_Finacial Intermediation and Business Activities,service,True,,6224185.367758748,1756115.5867166298,3.026251662281004e-07,0,USD,North Korea,PRK
PRK_Public Administration,PRK_Public Administration,service,True,,702267.9336053889,661588.1070799098,1.4265087439793089e-05,0,USD,North Korea,PRK
"PRK_Education, Health and Other Services","PRK_Education, Health and Other Services",service,True,,2163249.916545062,1699191.4133697874,5.797401944747652e-06,0,USD,North Korea,PRK
PRK_Private Households,PRK_Private Households,service,True,,37072.32613663315,35947.03233534715,0.0003109123836343,0,USD,North Korea,PRK
PRK_Others,PRK_Others,service,True,,91294.57486914554,25407.053020121977,0.0008320104796234,0,USD,North Korea,PRK
PRK_Re-export & Re-import,PRK_Re-export & Re-import,imports,True,,8897.573105299447,2397.917381796328,0.7241819512182884,0,USD,North Korea,PRK
COD_Agriculture,COD_Agriculture,agriculture,True,,7551901.72239347,4342106.568398246,0.2351071862050787,0,USD,DR Congo,COD
COD_Fishing,COD_Fishing,agriculture,True,,349865.072487648,162011.44554212643,0.2113078948374631,0,USD,DR Congo,COD
COD_Mining and Quarrying,COD_Mining and Quarrying,mining,True,,4643993.682793227,89506.82769665464,0.8990203007643636,0,USD,DR Congo,COD
COD_Food & Beverages,COD_Food & Beverages,agriculture,True,,3414981.314299764,2247524.154916369,0.035292399555662,0,USD,DR Congo,COD
COD_Textiles and Wearing Apparel,COD_Textiles and Wearing Apparel,manufacturing,True,,653387.3163980083,316866.2769463572,0.0466492859957593,0,USD,DR Congo,COD
COD_Wood and Paper,COD_Wood and Paper,manufacturing,True,,2037918.5048765875,182425.39673771345,0.0913573860138973,0,USD,DR Congo,COD
"COD_Petroleum, Chemical and Non-Metallic Mineral Products","COD_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,4912485.9791520415,1249927.928623746,0.0237920909619485,0,USD,DR Congo,COD
COD_Metal Products,COD_Metal Products,manufacturing,True,,2174671.9397640103,86427.06162001316,0.1169314143873088,0,USD,DR Congo,COD
COD_Electrical and Machinery,COD_Electrical and Machinery,utility,True,,5395071.751349667,2107067.2295583705,0.0270545984121142,0,USD,DR Congo,COD
COD_Transport Equipment,COD_Transport Equipment,utility,True,,2308137.807434888,1197570.7949516948,0.0348462498963938,0,USD,DR Congo,COD
COD_Other Manufacturing,COD_Other Manufacturing,manufacturing,True,,827849.2578722241,299852.15025901777,0.0980163640428493,0,USD,DR Congo,COD
COD_Recycling,COD_Recycling,utility,True,,176630.52636392054,102337.15069501754,0.1574897216950454,0,USD,DR Congo,COD
"COD_Electricity, Gas and Water","COD_Electricity, Gas and Water",utility,True,,5200005.067503367,4047849.442976207,0.0087313207808025,0,USD,DR Congo,COD
COD_Construction,COD_Construction,construction,True,,3375549.287344274,1783520.6489078796,0.0236718276444595,0,USD,DR Congo,COD
COD_Maintenance and Repair,COD_Maintenance and Repair,construction,True,,179750.40583484975,78256.0597005488,0.2282799038351065,0,USD,DR Congo,COD
COD_Wholesale Trade,COD_Wholesale Trade,trade,True,,3621364.229912872,1231317.2839240315,0.0588101108426646,0,USD,DR Congo,COD
COD_Retail Trade,COD_Retail Trade,trade,True,,3142023.567836833,2585872.5958489133,0.0383410194312629,0,USD,DR Congo,COD
COD_Hotels and Restraurants,COD_Hotels and Restraurants,service,True,,2484943.285849784,1739733.4521782335,0.086813556426411,0,USD,DR Congo,COD
COD_Transport,COD_Transport,construction,True,,3735074.002560147,861920.2457606483,0.1963130083949924,0,USD,DR Congo,COD
COD_Post and Telecommunications,COD_Post and Telecommunications,service,True,,3638920.545066325,1421956.505795452,0.0639709265294277,0,USD,DR Congo,COD
COD_Finacial Intermediation and Business Activities,COD_Finacial Intermediation and Business Activities,service,True,,15831191.502055738,2461135.2533848425,0.0003006544026283,0,USD,DR Congo,COD
COD_Public Administration,COD_Public Administration,service,True,,3292700.124536592,3137296.358278403,0.0154017982449361,0,USD,DR Congo,COD
"COD_Education, Health and Other Services","COD_Education, Health and Other Services",service,True,,5311092.130408825,4005413.773343543,0.0134130707493102,0,USD,DR Congo,COD
COD_Private Households,COD_Private Households,service,True,,100098.11580906236,65026.15125287726,0.3151210030202127,0,USD,DR Congo,COD
COD_Others,COD_Others,service,True,,208400.1180215921,61807.15866028146,0.0252668113593092,0,USD,DR Congo,COD
COD_Re-export & Re-import,COD_Re-export & Re-import,imports,True,,47932.83226203435,8435.083304945838,0.8232720285828921,0,USD,DR Congo,COD
DNK_Agriculture,DNK_Agriculture,agriculture,True,,15540708.270601343,2932878.69810233,0.2138287439521196,0,USD,Denmark,DNK
